0.00,0.00,-0.21
0.00,0.00,-0.27
0.00,0.00,-0.01
0.00,0.00,-0.26
0.00,0.00,0.06
0.00,0.00,0.19
0.00,0.00,-0.13
0.00,0.00,0.33
0.00,0.00,-0.26
100.00,973.00,0.43
0.00,973.00,-0.01
0.00,973.00,0.31
0.00,973.00,-0.01
0.00,973.00,-0.02
0.00,973.00,-0.22
0.00,973.00,-0.19
0.00,0.00,-0.04
0.00,0.00,-0.17
0.00,0.00,-0.09
0.00,0.00,-0.16
0.00,0.00,0.21
0.00,0.00,-0.36
0.00,0.00,-0.13
0.00,0.00,0.20
0.00,0.00,-0.24
0.00,0.00,-0.17
0.00,0.00,0.07
0.00,0.00,-0.18
0.00,0.00,-0.16
0.00,0.00,-0.11
0.00,0.00,-0.11
0.00,0.00,-0.24
0.00,0.00,-0.16
0.00,0.00,-0.06
0.00,0.00,-0.35
0.00,0.00,0.03
0.00,0.00,0.28
0.00,0.00,-0.22
0.00,0.00,-0.02
0.00,0.00,0.26
100.00,578.00,0.45
0.00,578.00,-0.10
0.00,578.00,0.14
100.00,1535.00,0.45
0.00,1535.00,0.09
0.00,1535.00,-0.01
0.00,1535.00,-0.01
0.00,1535.00,-0.17
0.00,0.00,-0.08
0.00,0.00,-0.24
0.00,0.00,-0.05
0.00,0.00,-0.20
0.00,0.00,-0.04
0.00,0.00,0.00
0.00,0.00,-0.02
0.00,0.00,-0.10
0.00,0.00,0.15
0.00,0.00,0.17
100.00,766.00,0.45
0.00,766.00,0.08
0.00,766.00,-0.18
0.00,766.00,0.24
0.00,766.00,-0.16
0.00,766.00,-0.04
100.00,947.00,0.45
0.00,947.00,0.14
0.00,947.00,-0.11
100.00,1528.00,0.45
0.00,1528.00,-0.19
0.00,1528.00,0.39
0.00,1528.00,-0.03
0.00,1528.00,-0.17
0.00,1528.00,-0.02
0.00,1528.00,-0.21
0.00,1528.00,-0.09
0.00,1528.00,-0.26
0.00,1528.00,0.00
0.00,1528.00,0.04
0.00,1528.00,-0.07
0.00,1528.00,-0.11
100.00,940.00,0.43
0.00,940.00,-0.19
0.00,940.00,0.01
0.00,940.00,-0.01
0.00,940.00,-0.21
0.00,940.00,-0.04
0.00,940.00,-0.07
0.00,940.00,-0.11
0.00,940.00,-0.10
0.00,940.00,0.06
0.00,940.00,0.07
0.00,940.00,0.05
100.00,1775.00,0.45
0.00,1775.00,-0.16
0.00,1775.00,-0.19
0.00,1775.00,0.15
0.00,0.00,-0.19
100.00,815.00,0.43
100.00,1215.00,0.43
100.00,2100.00,0.45
0.00,2100.00,0.21
0.00,2100.00,-0.14
0.00,2100.00,-0.13
0.00,2100.00,-0.12
0.00,2100.00,-0.15
0.00,2100.00,-0.08
0.00,2100.00,0.23
0.00,2100.00,0.15
100.00,3014.00,0.44
0.00,3014.00,-0.06
100.00,3758.00,0.45
100.00,4396.00,0.44
0.00,4396.00,-0.33
0.00,0.00,0.36
100.00,723.00,0.45
0.00,723.00,-0.17
0.00,723.00,-0.13
0.00,723.00,0.06
0.00,723.00,0.03
0.00,723.00,-0.04
0.00,723.00,0.21
100.00,1328.00,0.44
0.00,1328.00,0.09
0.00,1328.00,0.04
100.00,2148.00,0.45
0.00,2148.00,-0.00
0.00,2148.00,0.12
0.00,2148.00,0.10
0.00,2148.00,0.12
0.00,0.00,0.24
0.00,0.00,-0.09
0.00,0.00,-0.08
100.00,697.00,0.44
0.00,697.00,-0.02
0.00,697.00,0.38
0.00,697.00,-0.14
0.00,697.00,0.19
0.00,697.00,-0.16
100.00,1562.00,0.41
0.00,1562.00,-0.20
0.00,1562.00,-0.16
100.00,2291.00,0.43
0.00,2291.00,-0.17
0.00,2291.00,0.01
0.00,2291.00,0.18
0.00,0.00,-0.07
0.00,0.00,-0.02
0.00,0.00,-0.01
0.00,0.00,0.06
0.00,0.00,0.11
0.00,0.00,0.03
0.00,0.00,0.21
0.00,0.00,0.15
0.00,0.00,-0.05
0.00,0.00,0.05
0.00,0.00,0.31
0.00,0.00,0.19
0.00,0.00,0.00
0.00,0.00,-0.12
0.00,0.00,-0.15
0.00,0.00,0.12
0.00,0.00,-0.09
0.00,0.00,0.10
0.00,0.00,-0.16
0.00,0.00,-0.12
0.00,0.00,0.13
0.00,0.00,-0.18
0.00,0.00,0.12
0.00,0.00,-0.15
0.00,0.00,0.16
0.00,0.00,0.32
0.00,0.00,0.15
0.00,0.00,0.02
100.00,884.00,0.44
0.00,884.00,-0.16
100.00,1851.00,0.43
0.00,1851.00,-0.22
0.00,0.00,-0.17
100.00,997.00,0.45
0.00,997.00,0.01
0.00,997.00,0.24
0.00,997.00,0.41
0.00,997.00,-0.08
0.00,997.00,-0.11
100.00,1677.00,0.43
0.00,1677.00,-0.05
0.00,1677.00,-0.16
0.00,1677.00,0.27
0.00,1677.00,-0.10
0.00,1677.00,-0.06
0.00,1677.00,0.02
0.00,1677.00,-0.08
0.00,1677.00,-0.22
0.00,0.00,-0.18
0.00,0.00,0.11
0.00,0.00,0.18
0.00,0.00,-0.15
0.00,0.00,0.07
0.00,0.00,0.20
0.00,0.00,-0.20
0.00,0.00,-0.14
0.00,0.00,-0.00
0.00,0.00,-0.19
0.00,0.00,0.15
0.00,0.00,0.04
0.00,0.00,-0.02
0.00,0.00,0.01
0.00,0.00,0.16
100.00,903.00,0.43
0.00,0.00,0.03
0.00,0.00,-0.01
0.00,0.00,-0.11
100.00,593.00,0.45
100.00,1177.00,0.44
0.00,1177.00,-0.14
0.00,1177.00,0.11
0.00,1177.00,0.04
100.00,1605.00,0.43
0.00,1605.00,-0.20
0.00,1605.00,0.12
0.00,1605.00,0.01
0.00,1605.00,-0.25
100.00,2482.00,0.44
0.00,2482.00,-0.11
0.00,2482.00,0.03
0.00,2482.00,0.01
0.00,0.00,-0.19
0.00,0.00,-0.18
100.00,888.00,0.44
0.00,888.00,0.06
0.00,888.00,-0.10
100.00,1806.00,0.45
0.00,1806.00,0.03
0.00,1806.00,-0.09
100.00,2748.00,0.44
0.00,2748.00,-0.05
0.00,2748.00,-0.07
0.00,2748.00,0.22
0.00,2748.00,0.06
100.00,3716.00,0.45
100.00,4404.00,0.44
0.00,4404.00,-0.02
100.00,754.00,0.43
100.00,1077.00,0.45
0.00,1077.00,-0.24
0.00,1077.00,0.27
100.00,1998.00,0.43
0.00,1998.00,0.02
100.00,2896.00,0.44
0.00,2896.00,-0.08
100.00,3802.00,0.42
0.00,3802.00,0.16
0.00,3802.00,0.12
100.00,4601.00,0.45
0.00,4601.00,0.36
0.00,4601.00,0.25
100.00,5053.00,0.44
0.00,5053.00,-0.04
0.00,5053.00,0.34
100.00,734.00,0.43
0.00,734.00,0.15
0.00,734.00,0.16
100.00,1320.00,0.44
100.00,2125.00,0.44
0.00,2125.00,-0.00
0.00,2125.00,0.14
0.00,2125.00,0.11
0.00,2125.00,-0.03
0.00,2125.00,0.16
0.00,2125.00,0.10
0.00,2125.00,-0.20
0.00,2125.00,-0.02
100.00,2686.00,0.43
0.00,2686.00,-0.06
0.00,2686.00,-0.15
100.00,3673.00,0.44
100.00,572.00,0.44
100.00,1324.00,0.41
0.00,1324.00,-0.15
100.00,1705.00,0.43
100.00,2464.00,0.44
0.00,2464.00,-0.20
100.00,2928.00,0.44
0.00,2928.00,0.16
0.00,2928.00,-0.28
0.00,2928.00,-0.10
0.00,2928.00,-0.05
0.00,2928.00,-0.07
0.00,2928.00,-0.04
100.00,3814.00,0.44
100.00,4135.00,0.44
0.00,4135.00,0.07
0.00,4135.00,-0.29
0.00,4135.00,-0.04
0.00,0.00,0.13
0.00,0.00,-0.13
0.00,0.00,0.05
0.00,0.00,0.04
100.00,966.00,0.44
0.00,966.00,0.03
0.00,966.00,0.00
0.00,966.00,0.26
0.00,966.00,-0.10
0.00,966.00,0.07
0.00,966.00,0.34
0.00,966.00,0.17
0.00,966.00,-0.12
0.00,966.00,0.25
0.00,966.00,0.08
100.00,1648.00,0.45
0.00,0.00,-0.00
0.00,0.00,-0.04
0.00,0.00,0.19
0.00,0.00,-0.21
100.00,453.00,0.44
0.00,453.00,-0.09
0.00,453.00,0.01
100.00,1380.00,0.45
0.00,1380.00,0.02
100.00,2108.00,0.45
0.00,2108.00,-0.18
0.00,2108.00,-0.19
0.00,2108.00,0.10
100.00,2916.00,0.44
100.00,3556.00,0.44
0.00,3556.00,-0.01
0.00,3556.00,-0.00
0.00,0.00,-0.21
0.00,0.00,0.19
100.00,431.00,0.45
0.00,431.00,-0.20
0.00,431.00,0.04
100.00,1295.00,0.44
0.00,1295.00,0.20
0.00,1295.00,0.06
0.00,1295.00,0.20
0.00,1295.00,-0.01
100.00,2060.00,0.45
100.00,2481.00,0.45
100.00,3411.00,0.44
100.00,4042.00,0.43
0.00,4042.00,0.26
0.00,4042.00,0.10
0.00,4042.00,-0.16
0.00,0.00,-0.02
0.00,0.00,0.15
0.00,0.00,-0.13
0.00,0.00,0.27
100.00,889.00,0.44
100.00,1700.00,0.43
0.00,1700.00,0.15
0.00,1700.00,0.37
0.00,1700.00,-0.01
0.00,1700.00,-0.15
100.00,2396.00,0.44
0.00,2396.00,0.20
0.00,2396.00,0.14
0.00,2396.00,-0.04
0.00,2396.00,-0.10
0.00,2396.00,-0.05
100.00,714.00,0.43
0.00,714.00,0.31
0.00,714.00,-0.05
100.00,1245.00,0.44
0.00,1245.00,-0.01
100.00,2202.00,0.44
0.00,2202.00,0.27
100.00,3098.00,0.44
0.00,3098.00,0.29
0.00,3098.00,-0.24
0.00,3098.00,0.06
100.00,3903.00,0.43
0.00,3903.00,0.13
100.00,4359.00,0.44
0.00,4359.00,0.02
0.00,4359.00,0.05
100.00,5242.00,0.45
0.00,0.00,-0.17
0.00,0.00,-0.12
0.00,0.00,-0.03
0.00,0.00,0.02
0.00,0.00,-0.10
0.00,0.00,0.11
100.00,921.00,0.43
100.00,1620.00,0.43
0.00,1620.00,0.14
0.00,1620.00,-0.12
100.00,2112.00,0.43
0.00,2112.00,-0.05
0.00,2112.00,0.29
0.00,2112.00,-0.05
0.00,2112.00,-0.19
0.00,2112.00,0.01
100.00,566.00,0.45
0.00,566.00,0.04
0.00,566.00,0.12
0.00,566.00,0.06
0.00,566.00,-0.18
0.00,566.00,0.15
100.00,1375.00,0.45
0.00,1375.00,0.02
100.00,2056.00,0.44
100.00,2871.00,0.45
0.00,2871.00,0.02
0.00,2871.00,0.02
0.00,2871.00,-0.12
100.00,3438.00,0.44
0.00,3438.00,0.17
100.00,3720.00,0.42
0.00,3720.00,0.22
0.00,3720.00,-0.04
0.00,0.00,0.05
0.00,0.00,-0.06
0.00,0.00,-0.13
0.00,0.00,-0.07
0.00,0.00,-0.18
0.00,0.00,-0.05
0.00,0.00,-0.01
0.00,0.00,0.07
0.00,0.00,-0.15
0.00,0.00,0.08
0.00,0.00,0.11
0.00,0.00,0.03
0.00,0.00,-0.02
0.00,0.00,-0.21
0.00,0.00,-0.06
0.00,0.00,0.03
100.00,775.00,0.44
100.00,1424.00,0.44
0.00,1424.00,0.14
100.00,2177.00,0.43
0.00,2177.00,-0.00
0.00,2177.00,0.26
0.00,2177.00,-0.02
0.00,2177.00,-0.18
0.00,2177.00,-0.04
0.00,2177.00,-0.01
0.00,2177.00,0.19
0.00,2177.00,0.01
100.00,2704.00,0.45
100.00,3525.00,0.44
100.00,4350.00,0.44
100.00,5034.00,0.44
0.00,5034.00,-0.05
0.00,0.00,-0.05
0.00,0.00,0.23
0.00,0.00,-0.24
0.00,0.00,0.25
0.00,0.00,-0.20
0.00,0.00,0.21
0.00,0.00,0.32
100.00,698.00,0.44
0.00,698.00,0.10
0.00,698.00,0.07
0.00,698.00,-0.11
0.00,698.00,-0.13
0.00,698.00,-0.03
0.00,698.00,-0.01
0.00,698.00,-0.06
100.00,975.00,0.44
0.00,975.00,0.23
100.00,670.00,0.42
0.00,670.00,-0.20
100.00,1220.00,0.44
0.00,1220.00,-0.10
0.00,1220.00,-0.20
100.00,1742.00,0.43
0.00,1742.00,-0.02
100.00,2039.00,0.45
0.00,2039.00,0.13
0.00,2039.00,0.09
0.00,2039.00,-0.16
0.00,2039.00,-0.17
0.00,2039.00,0.38
100.00,2825.00,0.45
100.00,3668.00,0.44
0.00,3668.00,0.07
100.00,4288.00,0.44
0.00,4288.00,0.08
0.00,0.00,0.13
0.00,0.00,0.18
0.00,0.00,-0.04
0.00,0.00,-0.01
0.00,0.00,-0.08
0.00,0.00,0.22
0.00,0.00,0.09
0.00,0.00,0.02
0.00,0.00,-0.18
0.00,0.00,0.39
0.00,0.00,-0.14
0.00,0.00,0.33
100.00,786.00,0.44
0.00,786.00,-0.01
0.00,786.00,-0.08
100.00,1368.00,0.45
0.00,0.00,0.06
100.00,726.00,0.42
0.00,726.00,0.03
100.00,1582.00,0.45
0.00,1582.00,0.13
0.00,1582.00,0.10
0.00,1582.00,0.11
100.00,2361.00,0.45
0.00,2361.00,-0.01
100.00,2934.00,0.45
0.00,2934.00,-0.14
0.00,2934.00,-0.08
100.00,3769.00,0.45
100.00,4589.00,0.43
0.00,4589.00,0.06
0.00,4589.00,0.25
100.00,5490.00,0.45
0.00,0.00,-0.07
100.00,602.00,0.44
0.00,602.00,0.13
0.00,602.00,-0.06
100.00,1066.00,0.45
0.00,1066.00,-0.12
0.00,1066.00,0.02
0.00,1066.00,-0.11
100.00,1768.00,0.45
100.00,2474.00,0.44
0.00,2474.00,-0.02
100.00,2893.00,0.45
0.00,2893.00,-0.09
