-49.5,
-27.89,
-124.07,
20.61,
28.26,
-3.81,
41.13,
0.98,
-112.42,
-267.39,
-11.43,
16.59,
-12.59,
15.93,
83.06,
7.81,
-26.12,
-35.21,
21.85,
23.16,
33.85,
12.83,
97.75,
-27.25,
38.46,
276.95,
28.3,
29.5,
-11.21,
-248.3,
9.2,
91.39,
57.64,
-78.26,
-26.19,
15.94,
-12.11,
-26.19,
21.12,
-98.02,
-170.88,
-26.28,
-151.88,
-15.26,
30.12,
55.49,
28.79,
18.95,
-22.26,
52.34,
19.21,
-26.06,
14.19,
10.43,
-26.18,
-17.36,
13.43,
24.31,
51.55,
1.54,
11.29,
34.56,
31.74,
18.37,
50.99,
135.74,
26.22,
51.47,
-37.22,
4.13,
100.8,
103.07,
106.8,
72.07,
25.4,
49.04,
-50.13,
-59.06,
88.12,
-24.04,
24.64,
-29.55,
103.44,
44.49,
28.86,
16.73,
-225.09,
50.24,
-159.53,
82.49,
23.23,
81.39,
14.87,
-27.05,
-24.3,
54.88,
9.39,
9.66,
45.76,5.075252525
97.22,5.9967
31.59,6.8076
-17.89,6.9076
15.97,8.308
73.22,8.8341
53.21,9.0836
33.62,9.4579
57.45,9.6211
16.91,9.7804
-67.9,10.2256
168.22,14.5817
-20.66,14.4894
-159.23,12.7312
-111.9,11.7381
27.19,11.8507
14.89,11.169
88.87,11.9796
-124.01,11.0007
30.42,11.657
28.36,11.7221
108.54,12.5759
94.34,13.1808
-131.36,11.7389
-35.1,10.4104
-28.4,10.3989
130.81,11.3224
10.61,8.659
85.42,9.2302
94.42,9.8794
13.62,10.1277
81.65,13.4272
55.67,13.8919
24.01,13.2181
74.53,13.387
-6.57,14.1039
169.8,16.0638
-39.61,15.5083
35.67,15.9861
77.49,17.0229
-9.22,16.7195
70.47,18.4044
-13.64,19.9768
18.24,20.422
15.98,22.1006
24.05,22.4937
-121.43,20.9782
19.41,20.6174
-4.47,20.2848
28.91,20.3844
42.06,21.0276
11.9,20.6232
9.04,20.5215
80.71,21.5892
34.21,21.7894
36.44,22.0495
-43.45,21.8768
38.3,22.4334
68.37,22.9828
44.24,23.1821
6.44,22.731
41.18,23.1274
-0.69,23.0076
70.19,23.3639
7.26,23.1191
87.01,23.8055
19.45,23.4901
23.07,22.3634
57.74,22.6786
36.84,22.5323
125.05,24.155
-6,24.0537
38.19,23.4276
28.43,22.6812
-175.74,19.8558
21.77,19.3528
138.95,20.4883
173.01,21.728
31.32,22.5425
42.49,23.558
