-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2.01,-2.0001
-2,-2.0001
-2,-2.0001
-2,-2.0001
-2,-2.0001
-2,-2.0001
-2,-2.0001
-2,-2.0001
-2,-2.0001
-2,-2.0001
-2,-2.0001
-1.99,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-1.97,-1.9997
-2,-1.9997
-1.98,-1.9995
-2,-1.9995
-2,-1.9995
-2,-1.9995
-2,-1.9995
-2,-1.9995
-2,-1.9995
-2,-1.9995
-2,-1.9995
-2,-1.9995
-2,-1.9995
-2,-1.9995
-2,-1.9995
-2,-1.9995
-2,-1.9995
-0.06,-1.9801
-2,-1.9801
0,-1.9601
-2,-1.9601
-2.06,-1.9607
-2,-1.9607
-2,-1.9607
-2,-1.9607
-2,-1.9607
0,-1.9407
-2,-1.9407
-2,-1.9407
-2,-1.9407
-2,-1.9407
-2,-1.9407
-2,-1.9407
-2,-1.9407
0,-1.9207
-0.1,-1.9017
-2,-1.9017
-2,-1.9017
0,-1.8817
-2,-1.8817
0.06,-1.8611
-2,-1.8611
-1.99,-1.861
