-1.32,-1.33,,
-1.35,0.69,,
-1.32,1.45,,
-0.05,-1.34,,
0.8,0.7,,
0,-3.03,,
-1.34,-1.33,,
-1.32,-1.34,,
-1.35,-0.2,,
0.01,-1.33,,
-1.33,-1.33,,
0.61,-1.33,,
0.46,-1.32,,
-1.35,-1.99,,
0.94,-1.33,,
1.37,-1.35,,
0.1,-1.33,,
0.06,-0.05,,
0.97,0.81,,
-1.33,0,,
-1.34,-1.35,,
-0.14,-1.33,,
-1.34,-1.35,,
-1.32,0.01,,
-0.26,-1.33,,
-0.01,0.61,,
0.87,0.47,,
-1.33,-1.35,,
0.89,0.95,,
-3.35,1.38,,
-3.01,0.1,,
0.66,0.06,,
-1.15,0.97,,
1.86,-1.33,,
-1.33,-1.34,,
0.15,-0.14,,
0.43,-1.34,,
0.65,-1.33,,
0.23,1.4,,
0.8,0.54,,
-1.33,0.85,,
2.33,0.89,,
-1.33,0.32,,
-1.32,0.49,,
0.79,0.74,,
1.68,0.58,,
0.99,0.68,,
-0.16,0.22,,
-1.32,1.2,,
-1.33,0.11,,
-3.69,-1.28,,
0.35,1.04,,
-1.34,0.81,,
-1.32,1.41,,
-1.35,1.06,,
0.66,1.51,,
0.32,2.23,,
-1.32,0.54,,
0.4,0.09,,
-3.68,0.48,,
-3.7,1.93,,
1.75,0.24,,
2.81,1.34,,
-3.69,0.95,,
-1.35,1.14,,
0.77,0.37,,
1.05,0.43,,
0.9,0.72,,
-1.33,0.72,,
-1.34,0.73,,
-1.32,0.69,,
1.97,-0.27,,
-1.35,0.6,,
-1.35,0.19,,
-1.32,0.24,,
-1.35,0.4,,
-1.33,2.79,,
-1.34,0.74,,
2.65,0.28,,
1.02,0.18,,
-1.33,0.76,,
1,-1.35,,
1.02,0.8,,
1.03,0.46,,
-1.33,0.41,,
-1.34,0.34,,
-1.33,-1.35,,
0.94,0.69,,
-1.33,0.95,,
-1.33,0.47,,
1.8,0.79,,
-1.34,-0.31,,
-1.33,1.89,,
-1.33,1.84,,
1.03,0.6,,
-1.33,0.8,,
-1.33,2.55,,
-1.34,0.96,,
-1.33,0.25,-0.455555556,0.181313131
-1.33,0.81,-0.4643,0.1876
-1.34,0.09,-0.4645,0.2018
-1.34,0.61,-0.4644,0.201
-1.33,0.2,-0.4645,0.1885
-1.34,0.45,-0.4774,0.2064
-1.33,2,-0.4987,0.2194
-1.34,-0.06,-0.5121,0.2491
-1.33,0.54,-0.512,0.2678
-1.33,-0.42,-0.5121,0.277
-1.35,1.26,-0.5121,0.2916
1.7,0.97,-0.4952,0.3146
1.02,1.04,-0.4717,0.3383
0.81,0.79,-0.4697,0.3595
-1.32,1.27,-0.4875,0.3854
-1.33,0.95,-0.4873,0.4148
-1.33,0.68,-0.51,0.4349
-1.33,0.55,-0.537,0.4539
-1.35,1.46,-0.5515,0.4818
-1.33,0,-0.5654,0.4823
2.53,2.3,-0.5498,0.4972
-1.33,0.86,-0.5498,0.5058
-1.33,1.98,-0.5497,0.5391
-2.45,0.99,-0.5728,0.5623
-1.32,0.5,-0.5726,0.5808
-1.35,1.38,-0.5729,0.5945
0.97,0.74,-0.5606,0.6152
0.63,0.72,-0.5542,0.6163
0.92,0.88,-0.5537,0.6204
-2,1.07,-0.5604,0.6446
-1.32,0.86,-0.5825,0.6437
-1.32,0.81,-0.5622,0.638
-1.33,0.68,-0.5454,0.6438
-1.33,1.02,-0.5653,0.6534
0.82,0.72,-0.5456,0.6509
-1.34,1.09,-0.5776,0.6751
-1.33,1.35,-0.5776,0.702
-1.35,0.55,-0.5926,0.7089
0.47,-0.2,-0.5922,0.7203
-3.03,0.53,-0.629,0.7389
-1.33,0.36,-0.6446,0.7285
-1.34,0.38,-0.666,0.7269
-2,1.27,-0.6727,0.7311
-1.33,0.42,-0.7093,0.7264
-3.2,1.03,-0.728,0.7335
-1.34,0.98,-0.7282,0.7384
-1.35,1.38,-0.7496,0.7448
-2.02,0.77,-0.7866,0.7467
-1.34,0.1,-0.8099,0.7409
0.35,0.11,-0.8048,0.7398
0.12,1.13,-0.7904,0.7391
-1.33,0.19,-0.7904,0.7399
-1.34,0.43,-0.7669,0.757
-3.48,0.52,-0.8052,0.7518
0.73,-0.16,-0.7845,0.7421
-1.34,0.7,-0.7847,0.735
-0.13,0.38,-0.7725,0.7282
-1.32,0.12,-0.7923,0.7143
1.01,0.54,-0.7854,0.6974
-1.35,0.62,-0.7857,0.6982
-1.33,-1.35,-0.803,0.6838
-1.33,0.2,-0.7795,0.681
-1.34,-0.04,-0.7559,0.6613
-1.35,0.52,-0.7869,0.6641
-1.33,0.38,-0.8283,0.6545
-1.33,0.18,-0.8047,0.6468
0.58,0.7,-0.7854,0.6424
-1.34,0.81,-0.8065,0.6468
-1.33,-0.7,-0.8303,0.6355
-1.32,0.28,-0.8525,0.6311
-1.33,0.22,-0.8525,0.6261
-1.99,1.03,-0.859,0.6291
0.13,1.34,-0.8445,0.6356
0.63,0.08,-0.8579,0.6391
-3.18,1.01,-0.8762,0.6432
0.72,1.49,-0.8555,0.6562
-1.32,0.71,-0.8555,0.6609
0.16,0.22,-0.8404,0.6591
0.28,1.24,-0.8243,0.6436
-1.33,1.3,-0.8242,0.6492
-1.33,0.11,-0.864,0.6475
-1.32,0.52,-0.8874,0.6509
-1.33,0.52,-0.8874,0.6485
-1.35,2.55,-0.9109,0.6875
-1.33,0.86,-0.9344,0.6881
-1.34,0.03,-0.9581,0.6838
-0.11,0.13,-0.9459,0.681
-3.02,0.85,-0.9627,0.6861
-1.35,0.72,-0.9629,0.7068
0.63,0.51,-0.966,0.705
-1.32,0.24,-0.9659,0.6979
-1.33,0.37,-0.9659,0.6969
0.75,1.63,-0.9764,0.7053
-1.33,0.63,-0.9763,0.7147
1,0.17,-0.953,0.6975
-1.33,1.07,-0.953,0.6898
-1.33,0.58,-0.9766,0.6896
-1.33,0.1,-0.9766,0.6826
-1.33,0.03,-0.9766,0.6574
0.39,0.69,-0.9593,0.6547
-1.34,-0.04,-0.9594,0.6518
0.12,0.21,-0.9449,0.6458
-3.08,0.06,-0.9623,0.6455
-1.34,0,-0.9623,0.6394
-3.02,0.86,-0.9792,0.646
-2.95,1.7,-0.9953,0.6585
-1.35,1.3,-0.9955,0.6515
-3.1,0.96,-1.0131,0.6617
-1.99,0.47,-1.0197,0.661
-1.33,1.55,-1.0197,0.6807
0.39,0.48,-1.0023,0.6729
-3.03,0.38,-1.0496,0.667
-1.34,0.6,-1.0732,0.6626
-1.32,0.05,-1.0945,0.6552
-1.33,0.89,-1.0946,0.6514
-1.33,0.71,-1.0946,0.649
-1.32,0.16,-1.0945,0.6438
-1.33,0.16,-1.0945,0.6399
-1.33,0.18,-1.0943,0.6271
-1.34,0.87,-1.0944,0.6358
-1.32,0.07,-1.1329,0.6135
-1.33,0.57,-1.1329,0.6106
-0.26,0.91,-1.1222,0.5999
0.58,0.62,-1.0919,0.5962
-1.32,0.44,-1.0919,0.5956
0.17,0.46,-1.0767,0.5864
-1.33,0.86,-1.0997,0.5876
0.28,0.6,-1.1032,0.5864
-2,0.6,-1.1324,0.5836
-1.34,0.12,-1.1258,0.5741
-1.33,0.54,-1.1259,0.5709
-1.34,0.47,-1.1261,0.5675
-3.2,1.01,-1.1448,0.5708
0.02,0.25,-1.1313,0.5631
0.87,1.38,-1.1308,0.5697
-1.33,0.61,-1.1307,0.5649
0.18,0.87,-1.1156,0.5601
-1.32,-0.15,-1.1153,0.5531
-1.33,0.4,-1.1333,0.5591
-0.04,0.69,-1.1034,0.5607
-1.33,0.6,-1.1034,0.5631
-1.33,0.75,-1.1033,0.5668
-1.34,0.87,-1.0967,0.5628
-1.99,0.36,-1.1033,0.5622
-1.34,0.79,-1.0847,0.5598
-1.34,0.04,-1.0847,0.5504
-1.32,-0.06,-1.0844,0.536
-1.33,-0.07,-1.0775,0.5276
-1.99,1.55,-1.084,0.5421
-1.33,-0.01,-1.1008,0.5409
-1.32,0.82,-1.1152,0.5378
-1.32,0.77,-1.1151,0.5436
-1.34,0.69,-1.1151,0.5462
-1.34,1.5,-1.0937,0.556
-2,-1.34,-1.121,0.5442
-0.05,0.62,-1.1081,0.5434
0.46,0.65,-1.1022,0.5461
-1.33,0.49,-1.1023,0.5498
-1.32,0.42,-1.1256,0.5486
-1.95,0.45,-1.1316,0.5469
-1.33,0.05,-1.1316,0.5609
0.5,0.38,-1.1133,0.5627
-1.34,0.82,-1.1133,0.5713
-1.33,0.74,-1.1131,0.5735
-1.34,0.26,-1.1132,0.5723
-1.32,0.47,-1.1131,0.5752
-1.33,-0.02,-1.1322,0.568
0.08,0.82,-1.118,0.5681
-1.33,0.89,-1.118,0.584
-1.33,0.77,-1.1181,0.5889
-3.09,0.7,-1.1357,0.5937
-1.33,0.95,-1.1291,0.5929
-1.33,0.95,-1.1437,0.589
-1.32,1.07,-1.1632,0.5989
0.12,0.49,-1.1302,0.5937
-1.33,0.64,-1.1507,0.5852
-0.25,0.43,-1.14,0.5824
-1.32,0.79,-1.1548,0.5881
-1.35,0.83,-1.1711,0.584
-1.33,0.59,-1.1711,0.5769
-3.09,0.08,-1.1887,0.5766
0.24,1,-1.1731,0.5814
-1.33,0.19,-1.1731,0.5781
-1.33,1.48,-1.1729,0.5674
-1.35,0.75,-1.1731,0.5663
-1.33,1.18,-1.173,0.5778
-1.33,2.82,-1.1852,0.6047
0.44,-0.3,-1.1506,0.5932
-1.32,0.23,-1.1503,0.5883
-1.33,0.76,-1.1699,0.5908
-1.33,0.79,-1.17,0.5963
-1.33,0.83,-1.17,0.6009
0.09,0.23,-1.1766,0.5869
0.36,2.08,-1.1597,0.6014
-1.35,0.58,-1.1832,0.6055
-1.32,0.43,-1.1831,0.5991
-1.32,0.98,-1.183,0.6031
-1.33,0.06,-1.183,0.6027
-1.32,0.45,-1.1829,0.6069
-1.33,0.75,-1.2001,0.6075
-1.33,1.25,-1.2,0.6204
-1.33,1.27,-1.2145,0.631
-1.34,0.89,-1.1971,0.6393
-1.32,1.18,-1.1969,0.6511
-1.32,0.95,-1.1799,0.652
-1.34,1.46,-1.1638,0.6496
-1.33,-1.11,-1.1636,0.6255
-1.11,0.03,-1.1437,0.6162
-1.35,0.54,-1.1373,0.6169
-3.29,1.53,-1.1569,0.6167
-1.32,0.39,-1.174,0.6158
-1.33,1.28,-1.157,0.6248
-1.34,0.44,-1.157,0.6232
-1.33,0.99,-1.1571,0.6326
-1.32,1.45,-1.157,0.6382
-1.32,1.11,-1.1569,0.6422
-1.33,0.79,-1.157,0.6485
-1.33,0.01,-1.157,0.647
-1.34,0.52,-1.1571,0.6504
0.98,0.5,-1.1339,0.6467
-1.33,0.88,-1.134,0.6548
-1.33,2.85,-1.134,0.6776
-1.32,0.73,-1.1446,0.6758
-1.33,0.76,-1.1637,0.6772
-1.35,-0.17,-1.164,0.6711
-1.33,1.31,-1.179,0.6796
0.4,1.11,-1.1617,0.6821
-1.35,0.91,-1.178,0.6852
-1.33,1.05,-1.1713,0.6897
-1.33,0.92,-1.1712,0.6977
-1.73,-0.84,-1.1752,0.6839
-1.33,-0.11,-1.1751,0.6781
-1.33,0.59,-1.1564,0.6739
-1.32,0.12,-1.1698,0.6726
-1.32,0.96,-1.1917,0.6684
-1.34,0.24,-1.1918,0.6647
-1.32,0.87,-1.2068,0.6647
-1.33,0.91,-1.2069,0.6753
-1.33,0.65,-1.2069,0.6778
-1.33,1.01,-1.2198,0.681
-1.33,0.43,-1.2198,0.6793
0.38,0.13,-1.2027,0.6731
-1.33,0.5,-1.2026,0.6694
0.41,1.75,-1.1786,0.6833
-1.32,0.49,-1.1784,0.6803
